content,aspect,t_aspect,p_aspect,t_emotion,p_emotion,aspect_attention,emotion_attention
we had half/half pizza mine was eggplant and my friend had the buffalo and it was sooo huge for a small size pizza,ambience,0,0,2,2,"[[0.00010924 0.00029313 0.00257346 0.01819413 0.00085259 0.00178421
  0.01448048 0.02346824 0.00307943 0.00180847 0.00159804 0.03957738
  0.0628013  0.24383579 0.07545573 0.03781329 0.05030766 0.09261885
  0.02033786 0.04227223 0.1568539  0.04270024 0.06718434]]","[[0.00000002 0.         0.00000001 0.         0.         0.
  0.         0.00000002 0.00000106 0.0000001  0.00000001 0.00000439
  0.00000032 0.9939103  0.00020763 0.00008549 0.00403309 0.001268
  0.00001566 0.00004125 0.00034418 0.00007929 0.00000921]]"
we had half/half pizza mine was eggplant and my friend had the buffalo and it was sooo huge for a small size pizza,drinks,0,0,2,2,"[[0.00334532 0.02398462 0.30460185 0.37388054 0.00916414 0.00336786
  0.0698524  0.00366049 0.00075578 0.00045561 0.00185423 0.0086146
  0.05092964 0.00509402 0.00147858 0.00162608 0.00088271 0.00166434
  0.00141543 0.00122926 0.00511026 0.00754151 0.11949074]]","[[0.00000037 0.00010941 0.00816288 0.         0.89370424 0.09613496
  0.00000738 0.00000502 0.00000004 0.00000615 0.00179217 0.00000078
  0.00006423 0.00000015 0.00000003 0.00001019 0.         0.00000034
  0.00000133 0.         0.         0.00000001 0.00000025]]"
we had half/half pizza mine was eggplant and my friend had the buffalo and it was sooo huge for a small size pizza,food,1,1,1,1,"[[0.00008357 0.00152037 0.01659326 0.8792692  0.0012604  0.00042742
  0.04895359 0.00010803 0.00000951 0.0000018  0.00003227 0.00079547
  0.01940786 0.00030066 0.00009311 0.00014107 0.00018874 0.00013309
  0.00003194 0.00001724 0.00015179 0.00031177 0.03016787]]","[[0.0006532  0.00148258 0.01118162 0.00192596 0.01402301 0.00518302
  0.00219142 0.00243501 0.00006215 0.00020354 0.00212489 0.01512917
  0.01088014 0.04774616 0.02706033 0.16458543 0.05632775 0.10475407
  0.15797399 0.0549123  0.0355512  0.08224105 0.20137207]]"
we had half/half pizza mine was eggplant and my friend had the buffalo and it was sooo huge for a small size pizza,location,0,0,2,2,"[[0.0001016  0.00090067 0.01013393 0.1610518  0.00565833 0.00940438
  0.12518443 0.0333916  0.00488625 0.00309427 0.00734004 0.11448961
  0.23099764 0.09384675 0.02440411 0.02918017 0.02149467 0.04439835
  0.01139918 0.00895356 0.01883711 0.00581563 0.03503591]]","[[0.00000001 0.00000003 0.00000017 0.00000004 0.00000019 0.00000229
  0.00000022 0.00000557 0.0002077  0.00033637 0.00018338 0.00198257
  0.00000911 0.26097336 0.0316634  0.35194716 0.01970296 0.32976723
  0.00299408 0.00001821 0.00003454 0.0000966  0.00007477]]"
we had half/half pizza mine was eggplant and my friend had the buffalo and it was sooo huge for a small size pizza,restaurant,0,0,2,2,"[[0.00077082 0.00493474 0.0630777  0.7048675  0.00691007 0.00408992
  0.12605146 0.00884376 0.00083878 0.00022675 0.00050916 0.01163142
  0.0554735  0.00512559 0.00106462 0.00099541 0.00030562 0.00067788
  0.00011371 0.00007531 0.00021827 0.00017286 0.00302516]]","[[0.00032609 0.00581561 0.06339848 0.00000003 0.6773839  0.20554943
  0.00099852 0.00205395 0.00006689 0.00088369 0.01990241 0.00303899
  0.01450979 0.00093054 0.0002093  0.00346326 0.00012366 0.00117951
  0.00014135 0.00000286 0.00000065 0.0000031  0.00001787]]"
we had half/half pizza mine was eggplant and my friend had the buffalo and it was sooo huge for a small size pizza,service,0,0,2,2,"[[0.0095505  0.08375544 0.18539655 0.60702    0.01900756 0.01921903
  0.0216646  0.00851639 0.0013569  0.0013249  0.00240127 0.00400732
  0.01247838 0.0027533  0.00041419 0.00118607 0.00022504 0.00057865
  0.00045177 0.00037379 0.00125553 0.00155262 0.01551015]]","[[0.01214764 0.00456921 0.38257965 0.5092245  0.08574158 0.00285164
  0.00072183 0.00190267 0.00005247 0.00003781 0.00003752 0.00004932
  0.00003415 0.00001901 0.00000384 0.00000236 0.00001204 0.00000329
  0.00000137 0.00000217 0.0000039  0.00000116 0.00000093]]"
we had fun eating in there we were there like around 3 am in the morning,ambience,0,0,2,2,"[[0.00091588 0.00408435 0.7609447  0.156896   0.04381489 0.00781843
  0.00163228 0.00237654 0.00389311 0.00858523 0.00570593 0.00183564
  0.00009052 0.00024215 0.00056239 0.00060194]]","[[0.00016281 0.00009772 0.99681693 0.00001647 0.00001007 0.00002187
  0.00000469 0.00000135 0.00000664 0.00000275 0.00008368 0.00002176
  0.00000632 0.00005612 0.0021753  0.00051561]]"
we had fun eating in there we were there like around 3 am in the morning,drinks,0,0,2,2,"[[0.07063389 0.21540803 0.08981211 0.25912467 0.09157334 0.03739204
  0.02246539 0.08642039 0.03212418 0.0382347  0.01481319 0.02373798
  0.00357374 0.0012015  0.00648752 0.00699733]]","[[0.00437992 0.49146426 0.01423767 0.         0.01745141 0.00059613
  0.00957876 0.39233202 0.01162763 0.04503892 0.00042012 0.00438352
  0.00825761 0.00017897 0.00000712 0.00004585]]"
we had fun eating in there we were there like around 3 am in the morning,food,0,0,2,2,"[[0.00418379 0.0315272  0.01266374 0.94198614 0.00539913 0.00039794
  0.00015449 0.0013898  0.00045845 0.00075573 0.00015083 0.00028006
  0.00002576 0.00003001 0.00033479 0.00026218]]","[[0.12182929 0.410583   0.2885735  0.05046966 0.07033276 0.01965903
  0.00513477 0.00627918 0.00758161 0.00283793 0.00145302 0.00121536
  0.00145098 0.00177488 0.00697377 0.00385124]]"
we had fun eating in there we were there like around 3 am in the morning,location,0,0,2,2,"[[0.002364   0.02198031 0.14058839 0.49913502 0.09987004 0.01810256
  0.01001175 0.04422536 0.03986203 0.06967001 0.02760758 0.02147954
  0.00134951 0.00113886 0.00213076 0.00048427]]","[[0.01104146 0.03923772 0.05466495 0.02333085 0.01265904 0.01111775
  0.0038441  0.00570037 0.00578382 0.00761678 0.10170812 0.09226968
  0.0192775  0.04883569 0.33694685 0.22596529]]"
we had fun eating in there we were there like around 3 am in the morning,restaurant,1,0,1,2,"[[0.02647098 0.11140896 0.19350404 0.6366464  0.02753458 0.00175648
  0.00036896 0.0010995  0.0004004  0.0004964  0.0001388  0.00011959
  0.00000571 0.00000552 0.00002945 0.00001425]]","[[0.09570342 0.32214093 0.41479063 0.02346024 0.04917544 0.02088373
  0.0039397  0.00370582 0.00423581 0.00383363 0.00510356 0.00514479
  0.00497138 0.00800592 0.01976378 0.01514123]]"
we had fun eating in there we were there like around 3 am in the morning,service,0,0,2,2,"[[0.05617422 0.29257613 0.0399089  0.10232109 0.02032214 0.01523751
  0.02955296 0.15175796 0.07397293 0.08005407 0.03781292 0.08063188
  0.0092805  0.00092389 0.00505812 0.0044148 ]]","[[0.00006643 0.99510586 0.00001764 0.00000252 0.00000451 0.00001306
  0.00118324 0.00085073 0.00263231 0.00003815 0.00006899 0.00001204
  0.00000217 0.00000026 0.00000173 0.00000035]]"
will comeback for sure wish they have it here in la,ambience,0,0,2,2,"[[0.01144702 0.01981495 0.01140981 0.00878763 0.00889639 0.02700478
  0.02136238 0.10238408 0.10360836 0.27825922 0.40702537]]","[[0.00019862 0.00006651 0.00001766 0.00002922 0.00001078 0.00004806
  0.00002243 0.00011834 0.00060505 0.0058177  0.9930656 ]]"
will comeback for sure wish they have it here in la,drinks,0,0,2,2,"[[0.17090222 0.09000604 0.08285366 0.03786169 0.03626082 0.15499556
  0.13814868 0.12347217 0.0475098  0.0416601  0.07632925]]","[[0.00000033 0.04310115 0.17394215 0.01156968 0.3674133  0.01451329
  0.36189583 0.01769001 0.00940703 0.00043193 0.00003529]]"
will comeback for sure wish they have it here in la,food,0,0,2,2,"[[0.14120279 0.0988832  0.05088547 0.00878527 0.00485284 0.04756842
  0.06449529 0.09685254 0.03707127 0.12377916 0.32562375]]","[[0.20537728 0.20272733 0.09241293 0.01723776 0.03426873 0.0423228
  0.06630314 0.05259715 0.06683771 0.10834022 0.11157489]]"
will comeback for sure wish they have it here in la,location,0,0,2,2,"[[0.02485585 0.04429516 0.044543   0.0266293  0.02341061 0.1442241
  0.15105262 0.22457086 0.09031884 0.12136973 0.10472992]]","[[0.10004731 0.08550441 0.02525626 0.00691189 0.01133067 0.00433629
  0.00909786 0.4142975  0.04597936 0.14057781 0.15666063]]"
will comeback for sure wish they have it here in la,restaurant,1,0,1,1,"[[0.51751846 0.25165144 0.08370012 0.01784716 0.007465   0.02604095
  0.02038183 0.02605828 0.01137613 0.01506098 0.02289965]]","[[0.10142562 0.10478903 0.06981292 0.04268484 0.05041742 0.02983502
  0.0432727  0.04083138 0.1127236  0.2021189  0.20208849]]"
will comeback for sure wish they have it here in la,service,0,0,2,2,"[[0.24916716 0.06632268 0.05386569 0.04361468 0.04108514 0.20154178
  0.17209676 0.07353475 0.03697415 0.01335737 0.04843982]]","[[0.99008596 0.00609087 0.00158086 0.00067169 0.00026837 0.00052069
  0.00010843 0.0004164  0.00005181 0.00005992 0.00014494]]"
excellent food although the interior could use some help,ambience,1,1,-1,2,"[[0.00019705 0.01370824 0.00646909 0.02650413 0.9507977  0.0016236
  0.00050564 0.00015073 0.00004384]]","[[0.00006196 0.00006196 0.00020599 0.16472514 0.8344923  0.00027687
  0.00010142 0.00003711 0.0000372 ]]"
excellent food although the interior could use some help,drinks,0,0,2,2,"[[0.01399628 0.7665035  0.14224705 0.06340558 0.01056167 0.00147934
  0.00097047 0.00053443 0.00030165]]","[[0.9967244  0.0000004  0.00021952 0.00045922 0.00195154 0.00001597
  0.00059197 0.00000237 0.00003468]]"
excellent food although the interior could use some help,food,1,1,1,1,"[[0.00171731 0.99351764 0.00280508 0.00178344 0.00016002 0.00000581
  0.00000299 0.00000369 0.000004  ]]","[[0.99575484 0.00423936 0.00000175 0.00000275 0.00000067 0.00000019
  0.00000009 0.00000014 0.00000008]]"
excellent food although the interior could use some help,location,0,0,2,2,"[[0.00374089 0.49880528 0.0933593  0.24257489 0.157349   0.00233241
  0.00139666 0.00032138 0.00012017]]","[[0.01602785 0.00115058 0.00023014 0.7173175  0.2637578  0.00019702
  0.00091346 0.00007453 0.00033109]]"
excellent food although the interior could use some help,restaurant,0,0,2,2,"[[0.00432558 0.8951555  0.04534426 0.04263723 0.01246595 0.00005384
  0.00001291 0.00000315 0.0000016 ]]","[[0.9994855  0.00000133 0.00000208 0.00036715 0.00014293 0.00000023
  0.00000089 0.         0.00000003]]"
excellent food although the interior could use some help,service,0,0,2,2,"[[0.03599569 0.55419296 0.14605947 0.16984579 0.06820588 0.00927187
  0.00900432 0.00138336 0.00604067]]","[[0.05744489 0.9380622  0.00080082 0.00207095 0.00099206 0.0002804
  0.00017677 0.00008829 0.00008364]]"
the space kind of feels like an alice in wonderland setting without it trying to be that,ambience,1,1,-1,-1,"[[0.00866481 0.95426124 0.0216548  0.00444146 0.0091277  0.00053789
  0.00047165 0.00011486 0.00005982 0.00040983 0.00024771 0.0000051
  0.00000073 0.00000079 0.00000043 0.00000022 0.00000093]]","[[0.56366086 0.18209973 0.05479277 0.0796635  0.0988581  0.01262463
  0.00254248 0.00144951 0.00163735 0.00222795 0.00035913 0.00004811
  0.00001441 0.00000421 0.00000606 0.00000207 0.00000907]]"
the space kind of feels like an alice in wonderland setting without it trying to be that,drinks,0,0,2,2,"[[0.5889619  0.325416   0.04515232 0.02851874 0.00271827 0.0016532
  0.00121676 0.00218686 0.00024918 0.00036753 0.00017556 0.0002727
  0.0001274  0.00058487 0.00046797 0.00037555 0.00155518]]","[[0.00000941 0.61682755 0.01725778 0.08523734 0.22227827 0.02007381
  0.00278504 0.01733939 0.00189989 0.00027281 0.00480412 0.00309707
  0.00066011 0.00464827 0.00054519 0.00197952 0.0002844 ]]"
the space kind of feels like an alice in wonderland setting without it trying to be that,food,0,0,2,2,"[[0.6586789  0.2972597  0.0259906  0.01340555 0.00133773 0.00076169
  0.00069038 0.00033003 0.00011971 0.00007886 0.00001941 0.00003792
  0.00001416 0.00005527 0.00006672 0.00012449 0.00102893]]","[[0.07197879 0.55067796 0.10066588 0.12537374 0.10817579 0.01325602
  0.0058515  0.00381465 0.00304894 0.00297737 0.00216744 0.00151698
  0.00138143 0.00140993 0.00251249 0.00212796 0.00306315]]"
the space kind of feels like an alice in wonderland setting without it trying to be that,location,0,0,2,2,"[[0.21090372 0.62696916 0.08901002 0.04914072 0.01014258 0.00461619
  0.00519946 0.00244095 0.00076323 0.00048144 0.00023993 0.00004517
  0.00000669 0.00001844 0.00001129 0.00000346 0.00000756]]","[[0.87843436 0.00518847 0.01536071 0.03308381 0.05891614 0.0048674
  0.00141657 0.00097709 0.00092914 0.00074141 0.0000771  0.0000049
  0.00000091 0.00000042 0.0000007  0.00000022 0.00000071]]"
the space kind of feels like an alice in wonderland setting without it trying to be that,restaurant,0,1,2,2,"[[0.40279984 0.57994574 0.01404877 0.00295135 0.00018058 0.00003203
  0.00002483 0.00001201 0.00000165 0.00000218 0.00000057 0.00000012
  0.00000002 0.00000007 0.00000005 0.00000004 0.00000017]]","[[0.7753966  0.02064927 0.03892037 0.05084262 0.06076094 0.010577
  0.00582495 0.00563666 0.0083427  0.0088266  0.00458293 0.00261368
  0.00149047 0.00149794 0.00155346 0.00117466 0.00130924]]"
the space kind of feels like an alice in wonderland setting without it trying to be that,service,0,0,2,2,"[[0.49079567 0.43091205 0.05861447 0.00916892 0.00173547 0.00058884
  0.00058929 0.00190174 0.00007982 0.00008545 0.00050655 0.00074589
  0.00009696 0.00134307 0.00127927 0.00039531 0.00116124]]","[[0.9978531  0.00125238 0.00026686 0.00008728 0.00005828 0.0000136
  0.00004185 0.00000823 0.00000583 0.00001918 0.00003794 0.00007924
  0.00011606 0.00003135 0.00006265 0.00001582 0.00005031]]"
i paid just about $60 for a good meal though,ambience,0,0,2,2,"[[0.00007084 0.00019662 0.00126533 0.00129769 0.00458012 0.00211965
  0.00405755 0.00454395 0.90149254 0.08037571]]","[[0.00000012 0.00000006 0.0000006  0.00000013 0.00000092 0.00000095
  0.00021243 0.00030401 0.9994797  0.00000102]]"
i paid just about $60 for a good meal though,drinks,0,0,2,2,"[[0.00180418 0.01900088 0.0089605  0.00462823 0.01216817 0.00271482
  0.00111173 0.00135836 0.92172414 0.02652902]]","[[0.00007763 0.13543434 0.00700971 0.20318659 0.01472749 0.5071869
  0.0572392  0.07492345 0.         0.00021468]]"
i paid just about $60 for a good meal though,food,1,1,1,-1,"[[0.00005699 0.00016234 0.00016578 0.00008651 0.00046153 0.00015648
  0.00004871 0.0000884  0.9941511  0.00462211]]","[[0.00037338 0.00177336 0.00055423 0.00055294 0.00090036 0.03925511
  0.38848263 0.54014987 0.02654337 0.00141473]]"
i paid just about $60 for a good meal though,location,0,0,2,2,"[[0.00009716 0.0017574  0.00481633 0.00579096 0.02296593 0.00734482
  0.00442712 0.00249664 0.93261075 0.01769289]]","[[0.00024661 0.00221338 0.02421617 0.02596425 0.04917095 0.0183041
  0.26406348 0.15874273 0.45595327 0.00112514]]"
i paid just about $60 for a good meal though,restaurant,0,0,2,2,"[[0.00113054 0.00812417 0.00592348 0.00365882 0.01431854 0.00240637
  0.00081609 0.00032842 0.95393234 0.0093612 ]]","[[0.00007811 0.00102175 0.00086976 0.00132686 0.00197889 0.03804635
  0.5172788  0.43847448 0.00069065 0.00023439]]"
i paid just about $60 for a good meal though,service,0,0,2,2,"[[0.00326754 0.16898361 0.01398415 0.01192404 0.0236058  0.00535268
  0.00184561 0.00161623 0.74251443 0.02690591]]","[[0.00934965 0.01321762 0.0108396  0.00379459 0.0085984  0.0001278
  0.00000844 0.00000895 0.94744843 0.0066064 ]]"
great sake,ambience,0,0,2,2,[[0.04178179 0.9582182 ]],[[0.23086861 0.7691314 ]]
great sake,drinks,1,0,1,2,[[0.00407914 0.99592084]],[[0.99615234 0.00384765]]
great sake,food,0,1,2,2,[[0.01496674 0.9850333 ]],[[0.912501   0.08749898]]
great sake,location,0,0,2,2,[[0.05289898 0.947101  ]],[[0.71353817 0.28646186]]
great sake,restaurant,0,0,2,1,[[0.01649125 0.98350877]],[[0.9909039  0.00909608]]
great sake,service,0,0,2,2,[[0.04250085 0.95749915]],[[0.04929747 0.9507025 ]]
reliable fresh sushi,ambience,0,0,2,2,[[0.00010614 0.05923893 0.94065493]],[[0.04873099 0.58742565 0.36384335]]
reliable fresh sushi,drinks,0,0,2,2,[[0.00017182 0.07268707 0.92714113]],[[0.09789708 0.9021029  0.        ]]
reliable fresh sushi,food,1,1,1,1,[[0.0000096  0.02143279 0.9785576 ]],[[0.17851849 0.8213726  0.00010889]]
reliable fresh sushi,location,0,0,2,2,[[0.00044972 0.06021983 0.93933046]],[[0.38983274 0.607273   0.00289427]]
reliable fresh sushi,restaurant,0,0,2,2,[[0.0000574  0.03385479 0.9660878 ]],[[0.33415264 0.6658474  0.        ]]
reliable fresh sushi,service,0,0,2,2,[[0.01700847 0.05521555 0.927776  ]],[[0.8715718  0.10012671 0.0283016 ]]
the sashimi is always fresh and the rolls are innovative and delicious,ambience,0,0,2,2,"[[0.00047807 0.1074945  0.00299975 0.00142252 0.0156361  0.01325721
  0.03661017 0.24546345 0.01069358 0.07623668 0.04257432 0.44713366]]","[[0.         0.         0.         0.         0.         0.
  0.00000084 0.00000018 0.00000002 0.0000635  0.00076026 0.99917525]]"
the sashimi is always fresh and the rolls are innovative and delicious,drinks,0,0,2,2,"[[0.00059862 0.9648998  0.00023385 0.00007956 0.00292059 0.00011864
  0.00029131 0.02337808 0.00005001 0.00005529 0.00003141 0.00734285]]","[[0.57726324 0.         0.2121649  0.00006819 0.00198376 0.00039198
  0.00268869 0.03629672 0.16831775 0.00080724 0.00000169 0.00001583]]"
the sashimi is always fresh and the rolls are innovative and delicious,food,1,1,1,1,"[[0.00014596 0.9693145  0.00005435 0.00000752 0.00053257 0.00001612
  0.00007642 0.01965841 0.00001137 0.00001535 0.00001373 0.01015369]]","[[0.02643386 0.00010577 0.17997146 0.01416942 0.04398914 0.02193057
  0.0210602  0.08494005 0.44606787 0.11315709 0.00804249 0.04013187]]"
the sashimi is always fresh and the rolls are innovative and delicious,location,0,0,2,2,"[[0.00102279 0.3954585  0.00396875 0.00214551 0.04020131 0.01049492
  0.02876639 0.44688153 0.00678651 0.01149518 0.00214728 0.05063133]]","[[0.0000053  0.00011348 0.01131586 0.00009963 0.00036804 0.00132593
  0.01217612 0.00000146 0.20826648 0.71562976 0.02805437 0.02264363]]"
the sashimi is always fresh and the rolls are innovative and delicious,restaurant,0,0,2,2,"[[0.00087931 0.9639336  0.00110424 0.00020637 0.00511019 0.00025793
  0.0008315  0.02421083 0.00005034 0.00009327 0.00001794 0.00330448]]","[[0.11417167 0.         0.8646338  0.00487334 0.0124529  0.00309088
  0.00001505 0.00014127 0.0006199  0.00000115 0.00000002 0.00000004]]"
the sashimi is always fresh and the rolls are innovative and delicious,service,0,0,2,2,"[[0.00196307 0.6645178  0.00091181 0.00079002 0.00240118 0.00096289
  0.00287298 0.2826096  0.00171063 0.00691493 0.00173071 0.03261433]]","[[0.00095784 0.90177155 0.00000202 0.00000131 0.00000296 0.0000067
  0.05355262 0.02235462 0.00058763 0.00690221 0.00366637 0.01019405]]"
have never had a problem with service save a missing rice once,ambience,0,0,2,2,"[[0.00053332 0.00211286 0.00360552 0.03038197 0.01020343 0.07146604
  0.558226   0.06145955 0.11312828 0.05438937 0.0341553  0.06033836]]","[[0.00000121 0.00000148 0.0000008  0.00021969 0.0002162  0.05910857
  0.9394648  0.0000186  0.00059064 0.00029705 0.00006535 0.00001565]]"
have never had a problem with service save a missing rice once,drinks,0,0,2,2,"[[0.01609679 0.02809351 0.08944217 0.034569   0.00625976 0.01243539
  0.34090093 0.04806059 0.01591176 0.01616761 0.37055987 0.02150262]]","[[0.00000036 0.00000104 0.00086788 0.00005471 0.05381152 0.8717217
  0.07330149 0.00024029 0.00000063 0.00000017 0.         0.00000031]]"
