content,aspect,t_aspect,p_aspect,t_emotion,p_emotion,aspect_attention,emotion_attention
i  was  highly  disappointed  in  the  food  at  pagoda,restaurant,0,0,2,2,"0.00098984 0.0026077  0.00395354 0.12960657 0.01593855 0.00932033
  0.826892   0.00715463 0.0035368 ]]","0.00006362 0.00052654 0.02208025 0.00109088 0.22298798 0.72526795
  0.02651091 0.0013011  0.00017078]]"
i  was  highly  disappointed  in  the  food  at  pagoda,service,0,0,2,2,"0.03427649 0.05853678 0.03096224 0.42426455 0.00775943 0.01369501
  0.36334786 0.04955513 0.01760251]]","0.00130122 0.01324926 0.04252119 0.0000978  0.31617236 0.4013263
  0.21222934 0.01123831 0.00186429]]"
the  lemon  chicken  tasted  like  sticky  sweet  donuts  and  the  honey  walnut  prawns  the  few  they  actually  give  youwere  not  good,ambience,0,0,2,2,"0.04087821 0.4759213  0.26526502 0.03912937 0.0540299  0.02903098
  0.02629218 0.013249   0.00813452 0.00391526 0.01906062 0.01088681
  0.00041519 0.0007998  0.00089255 0.00101235 0.00092102 0.00126347
  0.00286919 0.00136805 0.00466521]]","0.07089613 0.00000011 0.9250837  0.00350488 0.0002767  0.00005848
  0.00001897 0.00011679 0.00000236 0.00000424 0.00001046 0.00002723
  0.         0.00000001 0.00000001 0.         0.         0.
  0.         0.         0.        ]]"
the  lemon  chicken  tasted  like  sticky  sweet  donuts  and  the  honey  walnut  prawns  the  few  they  actually  give  youwere  not  good,drinks,0,0,2,2,"0.00306245 0.68543226 0.16757247 0.1284901  0.00087291 0.00012283
  0.00072054 0.00056581 0.00003706 0.00004824 0.00536276 0.0011048
  0.00054644 0.00018916 0.00020298 0.00014357 0.00019204 0.00045553
  0.00076177 0.00052272 0.00359355]]","0.10794917 0.00423158 0.8872655  0.00020659 0.00001143 0.00000199
  0.00000534 0.00000048 0.00000038 0.00000999 0.00025443 0.00001502
  0.         0.         0.         0.00000002 0.00000005 0.00000002
  0.00000226 0.00003928 0.00000644]]"
the  lemon  chicken  tasted  like  sticky  sweet  donuts  and  the  honey  walnut  prawns  the  few  they  actually  give  youwere  not  good,food,1,1,-1,1,"0.00030451 0.01209437 0.80715364 0.1761983  0.00096075 0.00053121
  0.0002623  0.00125779 0.00002014 0.0000262  0.00014388 0.0001128
  0.00083533 0.00005852 0.00001254 0.00000588 0.00000438 0.00000165
  0.00000278 0.00000188 0.00001112]]","0.1080682  0.15551983 0.00268775 0.27312508 0.12437028 0.05693603
  0.0243003  0.19086915 0.01086438 0.01192872 0.00734198 0.03231586
  0.0002257  0.00020449 0.00121524 0.00000115 0.00000048 0.00002412
  0.00000039 0.00000059 0.00000017]]"
the  lemon  chicken  tasted  like  sticky  sweet  donuts  and  the  honey  walnut  prawns  the  few  they  actually  give  youwere  not  good,location,0,0,2,2,"0.03997354 0.17327455 0.63605267 0.03638577 0.01159617 0.0098447
  0.00289661 0.02316139 0.00201242 0.00509634 0.01153687 0.01111882
  0.00212966 0.00343873 0.00264775 0.0021528  0.00221789 0.00236319
  0.00526635 0.00263265 0.01420111]]","0.02266768 0.9743404  0.         0.00287402 0.00004751 0.00000323
  0.00000181 0.0000275  0.00000006 0.00000034 0.0000046  0.00003261
  0.         0.         0.         0.         0.         0.
  0.         0.         0.        ]]"
the  lemon  chicken  tasted  like  sticky  sweet  donuts  and  the  honey  walnut  prawns  the  few  they  actually  give  youwere  not  good,restaurant,0,0,2,2,"0.00608749 0.2831285  0.6344173  0.05296902 0.00084934 0.00024585
  0.00017474 0.00123332 0.00004053 0.0000872  0.00144364 0.001004
  0.00025572 0.00016118 0.00023232 0.0002018  0.00030518 0.00037435
  0.0029552  0.00201181 0.01182154]]","0.04577225 0.95400155 0.00000066 0.00017999 0.00000157 0.0000002
  0.0000001  0.0000001  0.00000001 0.00000165 0.00003733 0.00000384
  0.         0.         0.         0.         0.         0.
  0.         0.00000075 0.00000004]]"
the  lemon  chicken  tasted  like  sticky  sweet  donuts  and  the  honey  walnut  prawns  the  few  they  actually  give  youwere  not  good,service,0,0,2,2,"0.01495771 0.08561934 0.53920376 0.20658657 0.02963495 0.02363265
  0.01387291 0.06521048 0.00177814 0.00163463 0.00453564 0.00208172
  0.00207417 0.00086299 0.00036329 0.00051509 0.0006578  0.00094566
  0.00206139 0.00055627 0.00321484]]","0.01919375 0.8623137  0.         0.10026236 0.01010782 0.00167182
  0.00082635 0.00549435 0.00000681 0.00000012 0.00000154 0.00012142
  0.         0.         0.         0.         0.         0.
  0.         0.         0.        ]]"
nice  ambience  but  highly  overrated  place,ambience,1,1,1,1,0.00185434 0.99435276 0.00153639 0.00032309 0.00115452 0.00077891]],0.6526749  0.01157041 0.25965744 0.00005122 0.00006121 0.07598475]]
nice  ambience  but  highly  overrated  place,drinks,0,0,2,2,0.16882758 0.4552955  0.19294542 0.04045666 0.10642492 0.03604992]],0.90236646 0.00000006 0.06193029 0.00029751 0.00145407 0.03395161]]
nice  ambience  but  highly  overrated  place,food,0,0,2,2,0.2713031  0.23854531 0.15318282 0.11289447 0.12516029 0.09891403]],0.00057647 0.6284282  0.10033563 0.02038354 0.0587038  0.19157234]]
nice  ambience  but  highly  overrated  place,location,0,0,2,2,0.14366178 0.56780076 0.03246043 0.02314005 0.04732931 0.18560767]],0.6584423  0.04672452 0.10811019 0.01288985 0.03267968 0.1411534 ]]
nice  ambience  but  highly  overrated  place,restaurant,1,1,-1,1,0.02056052 0.51838195 0.09059872 0.03221487 0.12231603 0.21592791]],0.03643388 0.00655644 0.09744892 0.10602184 0.21409002 0.53944886]]
nice  ambience  but  highly  overrated  place,service,0,0,2,2,0.27133888 0.54088694 0.03839093 0.0461791  0.03242862 0.07077552]],0.835931   0.00991567 0.08966111 0.01618884 0.01491135 0.03339199]]
i  will  not  go  back,ambience,0,0,2,2,0.07100973 0.08741179 0.06608012 0.10085615 0.6746422 ]],0.0585275  0.15094994 0.1051674  0.6853513  0.00000392]]
i  will  not  go  back,drinks,0,0,2,2,0.24657795 0.21160966 0.09319439 0.1484961  0.3001219 ]],0.03417946 0.11438128 0.08325011 0.76818585 0.00000326]]
i  will  not  go  back,food,0,0,2,2,0.34796792 0.22501339 0.07693841 0.14595737 0.2041229 ]],0.00085346 0.19429976 0.11183903 0.40259385 0.29041392]]
i  will  not  go  back,location,0,0,2,2,0.01630347 0.03158551 0.03333517 0.15685321 0.76192266]],0.15956862 0.22160508 0.2472678  0.3641402  0.00741821]]
i  will  not  go  back,restaurant,1,1,-1,1,0.033307   0.14007936 0.04773613 0.16289172 0.6159858 ]],0.08023898 0.20745789 0.19982204 0.16745847 0.34502262]]
i  will  not  go  back,service,0,0,2,2,0.02563514 0.02546006 0.05232873 0.15229133 0.74428475]],0.16383831 0.13657266 0.42369914 0.27138606 0.00450383]]
worst  service  i  ever  had,ambience,0,0,2,2,0.06576711 0.39368796 0.3522984  0.16783369 0.02041284]],0.62332964 0.00154512 0.0499048  0.05152861 0.27369177]]
worst  service  i  ever  had,drinks,0,0,2,2,0.10928759 0.5611806  0.18644947 0.12583709 0.01724525]],0.67847425 0.00144331 0.0178061  0.0247422  0.27753422]]
worst  service  i  ever  had,food,0,0,2,2,0.2610324  0.59674007 0.06317695 0.06886818 0.01018238]],0.56631935 0.2167208  0.03692956 0.05720479 0.12282554]]
worst  service  i  ever  had,location,0,0,2,2,0.02831968 0.945462   0.01353488 0.00940607 0.00327741]],0.9091905  0.04377494 0.00479736 0.00460824 0.03762887]]
worst  service  i  ever  had,restaurant,0,0,2,2,0.0540892  0.82359725 0.06416323 0.04921169 0.00893862]],0.732393   0.25584918 0.00211269 0.0025011  0.00714394]]
worst  service  i  ever  had,service,1,1,1,-1,0.00185741 0.99411345 0.00184421 0.00114733 0.0010376 ]],0.5647515  0.43176404 0.00034773 0.00029893 0.00283785]]
everyone  that  sat  in  the  back  outside  agreed  that  it  was  the  worst  service  we  had  ever  received,ambience,0,0,2,2,"0.05374747 0.04103563 0.11942495 0.00946636 0.00870327 0.19456369
  0.508743   0.0361701  0.01291877 0.00610148 0.00037699 0.00120033
  0.00103292 0.00363865 0.0020192  0.00021812 0.00051959 0.00011954]]","0.03816322 0.05538573 0.02956547 0.06127709 0.22419657 0.23296827
  0.33881417 0.00476025 0.00304908 0.00175936 0.0017489  0.00469614
  0.002868   0.00038942 0.00018591 0.00005549 0.00008513 0.00003175]]"
everyone  that  sat  in  the  back  outside  agreed  that  it  was  the  worst  service  we  had  ever  received,drinks,0,0,2,2,"0.105124   0.03004112 0.09085397 0.00342247 0.00351736 0.03669429
  0.0087876  0.07486324 0.05600299 0.14252108 0.01346691 0.02178768
  0.05754741 0.16874617 0.09348156 0.01752539 0.06133147 0.01428528]]","0.04034188 0.01452025 0.01377841 0.02401304 0.00872036 0.02206848
  0.0268728  0.01666366 0.01144983 0.02003948 0.4389768  0.15307489
  0.18351059 0.00000489 0.00095456 0.00021023 0.00018949 0.02461041]]"
everyone  that  sat  in  the  back  outside  agreed  that  it  was  the  worst  service  we  had  ever  received,food,0,0,2,2,"0.30326748 0.06704955 0.3642835  0.01792608 0.00853339 0.0282315
  0.00413046 0.01794514 0.0126577  0.02597781 0.0086505  0.00701948
  0.02115048 0.03638184 0.0159954  0.00787783 0.04209742 0.01082445]]","0.2108628  0.30101386 0.01062586 0.15638886 0.03417429 0.04273703
  0.03166694 0.03891384 0.02434096 0.0230171  0.04468863 0.03123849
  0.02456029 0.01841304 0.0016764  0.00102495 0.00150339 0.00315328]]"
everyone  that  sat  in  the  back  outside  agreed  that  it  was  the  worst  service  we  had  ever  received,location,0,0,2,2,"0.00732211 0.00405273 0.01697108 0.00302444 0.00482673 0.03778384
  0.12056304 0.02954643 0.01414752 0.01432765 0.00158413 0.0062534
  0.02009846 0.6844586  0.02785755 0.00224282 0.0028636  0.00207584]]","0.02031045 0.01160085 0.00866582 0.0161945  0.04091826 0.06319411
  0.10633412 0.00644878 0.00484276 0.00370683 0.03918534 0.33799094
  0.3272996  0.00940154 0.00097195 0.00023685 0.00013992 0.00255738]]"
everyone  that  sat  in  the  back  outside  agreed  that  it  was  the  worst  service  we  had  ever  received,restaurant,0,0,2,2,"0.06084137 0.03455747 0.15372089 0.00783448 0.00378726 0.07366878
  0.05721954 0.05810621 0.01998538 0.03341397 0.00469053 0.00769332
  0.02498725 0.324665   0.10427208 0.01234102 0.01393203 0.0042834 ]]","0.13402721 0.12870538 0.0404093  0.01385326 0.00888888 0.00936658
  0.07050862 0.0186024  0.00424117 0.00478182 0.03375208 0.13862088
  0.36486614 0.0269997  0.00072867 0.00015496 0.00012639 0.00136677]]"
everyone  that  sat  in  the  back  outside  agreed  that  it  was  the  worst  service  we  had  ever  received,service,1,1,-1,-1,"0.00189286 0.00062458 0.00909123 0.00003932 0.00007744 0.0005153
  0.00028635 0.00098531 0.00034838 0.00055991 0.00068115 0.00051124
  0.0018958  0.9657825  0.00237211 0.0016768  0.00291118 0.00974854]]","0.00157603 0.00769463 0.00041187 0.00006387 0.00001342 0.00000192
  0.00001427 0.00034735 0.00015451 0.00016062 0.00060466 0.20533095
  0.6673513  0.11046295 0.00099872 0.00102359 0.00056431 0.00322497]]"
our  waiter  was  non-existent  and  after  our  food  finally  arrived  over  an  hour  after  we  ordered  we  were  not  given  any  water  or  utensils,ambience,0,0,2,2,"0.03303437 0.7077245  0.00783077 0.08415338 0.07186107 0.04802275
  0.0131395  0.00344883 0.00935479 0.00111694 0.00039869 0.00068459
  0.00124693 0.00027925 0.00007062 0.00001725 0.00004174 0.00000823
  0.00001778 0.00001568 0.00008739 0.00176563 0.0002011  0.01547825]]","0.10000109 0.01390465 0.01466739 0.00952422 0.00782287 0.00315426
  0.00560075 0.00197345 0.00128812 0.00076354 0.00049338 0.00294845
  0.00134888 0.00022712 0.00013063 0.00014553 0.00031858 0.00024734
  0.00059012 0.00033298 0.10774437 0.08793347 0.1272985  0.5115403 ]]"
our  waiter  was  non-existent  and  after  our  food  finally  arrived  over  an  hour  after  we  ordered  we  were  not  given  any  water  or  utensils,drinks,0,0,2,2,"0.02857896 0.8247658  0.00428231 0.01363297 0.00468827 0.02024616
  0.00759786 0.00825926 0.05906736 0.00970275 0.00086107 0.00050618
  0.00399956 0.00105729 0.00036223 0.00049572 0.00028356 0.00001504
  0.00006827 0.00013485 0.00010338 0.00558563 0.00010835 0.00559718]]","0.4491592  0.00075658 0.12349117 0.01143637 0.01230959 0.00383201
  0.01691606 0.00778932 0.00155629 0.00857806 0.00025506 0.00713334
  0.00471554 0.00060708 0.00032531 0.0008121  0.00033969 0.00013653
  0.00020257 0.00141614 0.04370937 0.02279125 0.02165855 0.26007268]]"
our  waiter  was  non-existent  and  after  our  food  finally  arrived  over  an  hour  after  we  ordered  we  were  not  given  any  water  or  utensils,food,0,0,2,2,"0.01438073 0.35207495 0.01220774 0.0178327  0.00562282 0.07835263
  0.00519687 0.42165953 0.06339583 0.02285969 0.00095745 0.00023616
  0.00060797 0.00035828 0.00002734 0.00007428 0.00002841 0.00000486
  0.00001891 0.00005923 0.00004036 0.00062381 0.00002134 0.00335811]]","0.14816605 0.19819288 0.21673436 0.1794277  0.08495594 0.02865938
  0.04429349 0.03690604 0.00856352 0.01047106 0.0015713  0.00141512
  0.00201617 0.00010501 0.00002475 0.0000528  0.00003061 0.00005526
  0.00004369 0.00002509 0.00105291 0.00085457 0.00178151 0.03460083]]"
our  waiter  was  non-existent  and  after  our  food  finally  arrived  over  an  hour  after  we  ordered  we  were  not  given  any  water  or  utensils,location,0,0,2,2,"0.01657916 0.8715434  0.00508825 0.03168954 0.00566984 0.0150344
  0.00561736 0.01242011 0.00698613 0.00579059 0.00101957 0.00077555
  0.00401836 0.00103693 0.00025858 0.00049903 0.000214   0.00003964
  0.00004956 0.00007186 0.00022128 0.00173344 0.00029549 0.01334792]]","0.5426732  0.17340107 0.04928053 0.02400936 0.01279401 0.00668563
  0.01212243 0.00571474 0.00373583 0.0019124  0.00195638 0.00376882
  0.0029228  0.00095951 0.00042394 0.00027107 0.00033741 0.00037464
  0.00028499 0.00028661 0.00763005 0.005973   0.01482802 0.1276536 ]]"
our  waiter  was  non-existent  and  after  our  food  finally  arrived  over  an  hour  after  we  ordered  we  were  not  given  any  water  or  utensils,restaurant,0,0,2,2,"0.00921326 0.87869406 0.00964819 0.02807357 0.00422924 0.021338
  0.00381349 0.02078225 0.01064427 0.00581279 0.00091554 0.00042873
  0.0028717  0.00160781 0.00020178 0.00018386 0.00009495 0.00000767
  0.0000185  0.00002397 0.00002897 0.00032615 0.00001301 0.00102827]]","0.51756376 0.00768945 0.27643052 0.12523709 0.02929399 0.00543763
  0.0157207  0.00531083 0.0009717  0.00185567 0.00015497 0.00039502
  0.00036727 0.00009493 0.00002224 0.00004505 0.00000929 0.00000704
  0.00001484 0.00000965 0.00116225 0.00051378 0.0005755  0.01111681]]"
our  waiter  was  non-existent  and  after  our  food  finally  arrived  over  an  hour  after  we  ordered  we  were  not  given  any  water  or  utensils,service,1,1,-1,-1,"0.0026362  0.9721776  0.00263671 0.00200477 0.00064899 0.00283056
  0.00070277 0.00178963 0.00538228 0.00887559 0.0001408  0.00004311
  0.00004216 0.00000548 0.00000064 0.00000471 0.00000133 0.00000057
  0.00000085 0.00000241 0.00000287 0.000007   0.00000145 0.0000615 ]]","0.33672273 0.6072026  0.02443781 0.02130757 0.0074454  0.00102942
  0.00012764 0.000158   0.00066035 0.00002903 0.0002192  0.00001014
  0.00002183 0.00000017 0.00000004 0.00000006 0.00000033 0.00000137
  0.0000007  0.00000004 0.00001019 0.00000419 0.0000184  0.00059284]]"
i  complained  to  the  manager  but  he  was  not  even  apologetic,ambience,0,0,2,2,"0.00906696 0.02660051 0.0090445  0.01399883 0.39049184 0.05641386
  0.13566239 0.00615889 0.00877191 0.01638986 0.32740045]]","0.02531183 0.05251908 0.18685758 0.3260979  0.00084377 0.04078312
  0.02289058 0.11347648 0.01560125 0.13224238 0.08337588]]"
i  complained  to  the  manager  but  he  was  not  even  apologetic,drinks,0,0,2,2,"0.01474953 0.03002164 0.00752226 0.01136904 0.35901773 0.06226556
  0.33871195 0.00910887 0.00638034 0.00848234 0.15237074]]","0.000355   0.03269047 0.13856262 0.54138184 0.00000071 0.0160228
  0.03937211 0.20054756 0.00212692 0.00675529 0.02218476]]"
i  complained  to  the  manager  but  he  was  not  even  apologetic,food,0,0,2,2,"0.03056907 0.0955207  0.01189508 0.01130292 0.3607617  0.02964889
  0.1693832  0.01605425 0.00499344 0.00858217 0.26128855]]","0.00429551 0.01713539 0.14490063 0.44405597 0.00442506 0.03611593
  0.05196488 0.12725495 0.00702641 0.08490687 0.07791847]]"
i  complained  to  the  manager  but  he  was  not  even  apologetic,location,0,0,2,2,"0.00065767 0.00722109 0.00277759 0.00508    0.54091483 0.00984968
  0.02565469 0.00206181 0.00195593 0.00490545 0.39892128]]","0.00314933 0.00802029 0.09286365 0.6215191  0.01539282 0.02841946
  0.01583987 0.03673594 0.00655692 0.12183485 0.04966778]]"
i  complained  to  the  manager  but  he  was  not  even  apologetic,restaurant,0,0,2,2,"0.00164432 0.01294332 0.00382801 0.00494801 0.6433804  0.04250548
  0.17216282 0.00963831 0.00321595 0.00339851 0.10233487]]","0.00075613 0.00471399 0.04530967 0.5414144  0.00859686 0.05334564
  0.0526584  0.11770137 0.00934753 0.10274239 0.06341363]]"
i  complained  to  the  manager  but  he  was  not  even  apologetic,service,1,1,-1,-1,"0.00013362 0.00411082 0.00015439 0.00028746 0.68655753 0.00116459
  0.01163842 0.00151531 0.00040187 0.00076151 0.29327446]]","0.00642996 0.00253346 0.17243792 0.31059545 0.14072683 0.02284158
  0.01740002 0.06979533 0.00503233 0.17587452 0.07633258]]"
i  will  never  return  again,ambience,0,0,2,2,0.03291884 0.05324471 0.07575826 0.55989563 0.27818257]],0.09129137 0.32185134 0.44509917 0.00000024 0.14175789]]
i  will  never  return  again,drinks,0,0,2,2,0.04534284 0.05700167 0.10649703 0.55288804 0.23827043]],0.04050101 0.2112709  0.3258035  0.00000019 0.42242438]]
i  will  never  return  again,food,0,0,2,2,0.05936697 0.06411611 0.10482568 0.6855975  0.08609378]],0.06628799 0.22199664 0.25516018 0.00023625 0.45631906]]
i  will  never  return  again,location,0,0,2,2,0.00644526 0.01477308 0.02135462 0.73448557 0.22294147]],0.12353937 0.18124802 0.27553955 0.00111445 0.41855872]]
i  will  never  return  again,restaurant,1,1,-1,-1,0.00211243 0.01366208 0.01851657 0.8263775  0.1393314 ]],0.06028573 0.2089355  0.2168444  0.02793941 0.485995  ]]
i  will  never  return  again,service,0,0,2,2,0.00646013 0.00863731 0.04873178 0.7060706  0.2301002 ]],0.0950811  0.09259067 0.41749614 0.00166702 0.39316508]]
fabulous  italian  food,ambience,0,0,2,2,0.40534663 0.5457924  0.048861  ]],0.25135472 0.0114554  0.73718995]]
fabulous  italian  food,drinks,0,0,2,2,0.17917272 0.6220761  0.19875117]],0.1921533  0.23278795 0.5750587 ]]
fabulous  italian  food,food,1,1,1,1,0.01455088 0.11278349 0.87266564]],0.40206337 0.590752   0.00718454]]
fabulous  italian  food,location,0,0,2,2,0.1629823  0.5991895  0.23782817]],0.11186881 0.0001136  0.88801765]]
fabulous  italian  food,restaurant,0,0,2,2,0.0506211  0.46486774 0.48451117]],0.329963   0.64349085 0.02654617]]
fabulous  italian  food,service,0,0,2,2,0.10751568 0.5132843  0.37919998]],0.15863642 0.0006265  0.84073704]]
i  highly  recommend  mioposto,ambience,0,0,2,2,0.0781721  0.06902983 0.18034528 0.6724528 ]],0.10220844 0.44584244 0.45079342 0.00115574]]
i  highly  recommend  mioposto,drinks,0,0,2,2,0.21700299 0.07760239 0.3023051  0.40308952]],0.05241888 0.55658287 0.3908049  0.00019343]]
i  highly  recommend  mioposto,food,0,0,2,2,0.36476764 0.19086446 0.16620103 0.27816686]],0.00001973 0.49081245 0.343762   0.16540587]]
i  highly  recommend  mioposto,location,0,0,2,2,0.04554747 0.06691491 0.19273059 0.694807  ]],0.11485016 0.5745024  0.3036187  0.00702874]]
i  highly  recommend  mioposto,restaurant,1,1,1,1,0.02100203 0.03411599 0.18531822 0.75956374]],0.07430609 0.4638     0.17298454 0.28890935]]
